,ev_city,ev_country,ev_state,latitude,longitude
12935,Managua,NU,,,
12936,Alderney,UK,,,
12940,Bishopton,UK,,,
12941,PALACIOS       ,USA,TX,,
12953,CAPE TOWN  ,SF,,,
12980,WEST PALM BEACH,USA,FL,,
12985,GALVESTON      ,USA,TX,,
13003,MISSOULA       ,USA,MT,,
13008,OOSTEND        ,BE,,,
13044,POLACCA        ,USA,AZ,,
13071,Lawa Antino,NS,,,
13073,FORT LAUDERDALE,USA,FL,,
13100,LUBBOCK        ,USA,TX,,
13101,MARSHFIELD     ,USA,WI,,
13156,HAYS           ,USA,KS,,
13211,AKIACHAK       ,USA,AK,,
13212,TOLUCA         ,MX,,,
13227,Toluca,MX,,,
13260,Istra,RS,,,
13262,"Baindoang, PNG",PP,,,
13268,YOUNGSTOWN     ,USA,OH,,
13282,ROCKFORD       ,USA,IL,,
13295,PORT-AU-PRINCE ,HA,,,
13306,Geneva,SZ,,,
13310,ONTARIO        ,USA,CA,,
13333,INDIANAPOLIS   ,USA,IN,,
13403,KEARNS         ,USA,UT,,
13429,COLUMBIA       ,USA,MO,,
13446,Montreux,SZ,,,
13449,NEWNAN         ,USA,GA,,
13469,ST. BARTHELEMY ,WN,,,
13500,ARDMORE        ,USA,OK,,
13516,PLEDGER        ,USA,TX,,
13526,JINAN          ,CH,,,
13551,LORIENT,FR,,,
13554,6NM SSE WRANGEL,USA,AK,,
13577,Half Moon Bay,CA,,,
13590,CASTLE ROCK    ,USA,WA,,
13599,Baborigame,MX,,,
13606,Terengganu,MY,,,
13620,Aceh,ID,,,
13646,ANAHEIM        ,USA,CA,,
13668,SEATTLE        ,USA,WA,,
13678,ST LOUIS       ,USA,MO,,
13688,NASSAU         ,BF,,,
13696,TANANA         ,USA,AK,,
13725,NEW BOSTON     ,USA,TX,,
13743,AVON           ,USA,CT,,
13745,KONGIGANAK     ,USA,AK,,
13748,Milan,IT,,,
13759,BREVIG MISSION ,USA,AK,,
13764,SPRINGFIELD    ,USA,MO,,
13765,PANACA         ,USA,NV,,
13768,LA RAMONA      ,DR,,,
13777,HONOLULU,USA,HI,,
13778,Denver,USA,CO,,
13785,ATLANTA        ,USA,GA,,
13796,NEWARK         ,USA,NJ,,
13799,Samedan,SZ,,,
13849,MARJAN,SA,,,
13856,MOORINGSPORT   ,USA,LA,,
13858,HOUSTON        ,USA,TX,,
13877,KAKAP,IM,,,
13885,CHARLESTON     ,USA,SC,,
13889,CONCORD        ,USA,NH,,
13920,BARTER ISLAND  ,USA,AK,,
13941,Goodland,USA,KS,,
13949,MORGANTON      ,USA,NC,,
13956,SALT LAKE CITY ,USA,UT,,
13971,PACIFIC OCEAN  ,,PO,,
13973,DAUPHIN ISLAND ,USA,AL,,
13987,MIAMI          ,USA,FL,,
13989,Nova Lima,BR,,,
14003,Sochi,RS,,,
14004,Andratx,SP,,,
14016,KETCHIKAN      ,USA,AK,,
14037,PORTAGE CREEK  ,USA,AK,,
14064,BHARU,MY,,,
14092,YOSEMITE NATION,USA,CA,,
14108,MANAPOURI      ,NZ,,,
14136,Nadi,FJ,,,
14152,PHILADELPHIA   ,USA,PA,,
14172,CHALLAO        ,AR,,,
14201,Bohusovice nad Ohri,USA,FN,,
14223,QUINHAGAK      ,USA,AK,,
14229,Colonia,UY,,,
14248,BEAVER VILLAGE ,USA,AK,,
14272,BLACK MOUNTAIN ,USA,NV,,
14277,LONG BEACH     ,USA,CA,,
14290,DEL RIO        ,USA,TX,,
14295,ALMA           ,USA,GA,,
14304,PHILADELPHIA   ,USA,PA,,
14325,SHIPSHOAL 295  ,,GM,,
14361,GLENNALLEN     ,USA,AK,,
14378,CLEVELAND      ,USA,OH,,
14389,ABIDJAN        ,IV,,,
14399,Grenchen,SZ,,,
14418,ATLANTA        ,USA,GA,,
14426,SALT LAKE CITY ,USA,UT,,
14469,LEADVILLE      ,USA,CO,,
14481,MEMPHIS        ,USA,TN,,
14501,LONGVIEW       ,USA,TX,,
14513,Mattawa,CA,,,
14531,Cozumel,MX,,,
14571,SANDY          ,USA,UT,,
14580,ST. LOUIS      ,USA,MO,,
14584,Newport,UK,,,
14607,NASSAU         ,BF,,,
14610,Seosan,KS,,,
14630,Libourne,FR,,,
14644,PASEO LAS PALMA,CS,,,
14702,Albuquerque,USA,NM,,
14734,PANAMA CITY    ,USA,FL,,
14790,GLACIER        ,USA,WA,,
14793,WALES          ,USA,AK,,
14796,LIME VILLAGE   ,USA,AK,,
14818,Barcelona,VE,,,
14835,PORT ALSWORTH  ,USA,AK,,
14861,DFW AIRPORT    ,USA,TX,,
14881,SPOKANE        ,USA,WA,,
14894,TELLER         ,USA,AK,,
14915,GREENWOOD      ,USA,MS,,
14959,ASPEN CREEK    ,USA,AK,,
14981,TANNERSVILLE   ,USA,NY,,
14988,UGANIK PASS    ,USA,AK,,
15020,OGDEN          ,USA,UT,,
15025,Uljin Airport,KS,,,
15035,EMMONAK        ,USA,AK,,
15049,BRIDGEPORT     ,USA,CA,,
15061,WAIMEA         ,USA,HI,,
15069,Arteaga,MX,,,
15098,MINNEAPOLIS    ,USA,MN,,
15120,NASSAU         ,BF,,,
15134,Molinicos,SP,,,
15168,FLORIDANA      ,USA,FL,,
15208,PORTLAND       ,USA,OR,,
15221,PHILADELPHIA   ,USA,PA,,
15231,MEXICAN HAT    ,USA,UT,,
15235,NORTH HAVEN    ,USA,ME,,
15237,Montevideo,UY,,,
15245,CUERNAVACA     ,MX,,,
15247,ALMONT         ,USA,MI,,
15251,EPPING ESSEX   ,RS,,,
15282,HAYDEN         ,USA,CO,,
15291,Charlotte,USA,NC,,
15312,Roma,AS,,,
15320,BASALT         ,USA,CO,,
15325,PHOENIX        ,USA,AZ,,
15359,Baotou,CH,,,
15373,Le Touguet,FR,,,
15376,BOSTON         ,USA,MA,,
15381,TAFT           ,USA,CA,,
15390,BARCELONA,SP,,,
15419,KONGIKANK      ,USA,AK,,
15427,Dallas,USA,TX,,
15429,Cayo Province,BH,,,
15435,La Crete,CA,,,
15456,GOLOVIN        ,USA,AK,,
15466,GROSSENHAIN,GE,,,
15475,Emäsalo,FI,,,
15484,CHEFORNAK      ,USA,AK,,
15519,,USA,AK,,
15535,CONCORD        ,USA,CA,,
15537,PUERTO PLATA   ,DR,,,
15546,Tepic,MX,,,
15570,TREASURE CAY,BF,,,
15597,MT COOK,NZ,,,
15644,Guatemala City,GT,FN,,
15670,SAO TOME ISLAND,AO,,,
15717,LANAI          ,USA,HI,,
15722,CABINDA        ,AO,,,
15727,Cajamarca,CO,,,
15728,Hyeres,FR,,,
15735,QUEPOS,CS,,,
15746,UKIAH          ,USA,CA,,
15762,TETLIN         ,USA,AK,,
15770,RAWLINS        ,USA,WY,,
15781,FLUSHING       ,USA,NY,,
15794,Cheshire,UK,,,
15813,WALTON         ,USA,OR,,
15820,GANDER,CA,,,
15850,Valencia,VE,,,
15867,OXFORD,UK,,,
15915,Poptun,GT,,,
15921,Saint Mamet,FR,,,
15925,CHURCH FENTON  ,UK,,,
15926,TUCSON         ,USA,AZ,,
15938,"Bathurst, Australia",AS,,,
15965,AMPORT,UK,,,
15970,ABERDEEN       ,USA,SD,,
15976,FRESNO         ,USA,CA,,
15987,PHOENIX        ,USA,AZ,,
15999,,JM,,,
16010,DUTCH HARBOR   ,USA,AK,,
16011,SIOUX FALLS    ,USA,SD,,
16027,Luxembourg,LU,,,
16039,TULSA          ,USA,OK,,
16063,Mazamitla,MX,,,
16080,SHANGHAI       ,CH,,,
16091,"HALAWA,MOLOKAI ",USA,HI,,
16104,DENVER         ,USA,CO,,
16123,QUETZALTENANGO ,GT,,,
16130,ST. VINCENT    ,SP,,,
16132,ARCADIA        ,USA,FL,,
16135,,HK,,,
16141,St Louis,USA,MO,,
16144,AUSTIN         ,USA,TX,,
16154,SANTA ANA      ,USA,CA,,
16184,WINTHROP       ,USA,WA,,
16209,Yverdon,SZ,,,
16213,INNSBRUCK,AU,,,
16264,RICHMOND       ,USA,VA,,
16299,Guipuzcoa,SP,,,
16310,CONCEPCION     ,AR,,,
16331,BEMIDJI        ,USA,MN,,
16336,PORTLAND       ,USA,ME,,
16346,AUSTIN         ,USA,TX,,
16374,SABINE PASS    ,USA,TX,,
16379,Glasgow,UK,,,
16400,ATLANTA        ,USA,GA,,
16435,Warszawa,PL,,,
16464,SCAMMON BAY    ,USA,AK,,
16471,WEST MIFFLIN   ,USA,PA,,
16473,TWIN HILLS     ,USA,AK,,
16479,CHATHAM        ,USA,AK,,
16485,MINNEAPOLIS    ,USA,MN,,
16487,CHIGUAO,VE,,,
16496,NOVA SCOTIA   ,CA,,,
16511,LA PALMA,PM,,,
16537,Gobierno,AR,,,
16562,FLUSHING       ,USA,NY,,
16587,"Kedaranath, India",IN,,,
16620,Port Harcourt,NI,,,
16641,CRESCENT LAKE  ,USA,AK,,
16653,PORTLAND       ,USA,OR,,
16661,OCALA          ,USA,FL,,
16669,Guatemala City,GT,,,
16699,TATITLEK       ,USA,AK,,
16712,SEATTLE        ,USA,WA,,
16800,"Auckland, New Zealand",NZ,,,
16816,EUGENE ISLAND  ,,GM,,
16822,SNOWVILLE      ,USA,UT,,
16848,VACHERIE       ,USA,LA,,
16873,Tartu,EN,,,
16902,SHIP SHOAL 90  ,,GM,,
16903,WALDRON        ,USA,WA,,
16941,Cabo San Lucas,MX,,,
16944,Indianapolis,USA,IN,,
16960,NORTH LAS VEGAS,USA,NV,,
16971,Veradero,CU,,,
16976,MONTREAL,CA,,,
17166,LONDON         ,USA,KY,,
17176,Cairn Gorm,UK,,,
17179,VENTURA        ,USA,CA,,
17194,YAKUTAT        ,USA,AK,,
17210,LITTLETON      ,USA,CO,,
17223,MISSING        ,,CB,,
17225,GALESBURG      ,USA,IL,,
17277,MILOLII        ,USA,HI,,
17307,ALPENA         ,USA,MI,,
17357,TAKU           ,USA,AK,,
17360,FRENCHGLEN     ,USA,OR,,
17384,BURLINGTON TWP.,USA,NJ,,
17398,SMITHERS       ,CA,,,
17405,Perigueux,FR,,,
17406,Borneo Island,MY,FN,,
17420,PILOT POINT    ,USA,AK,,
17450,MIAMI          ,USA,FL,,
17466,El Peru,BL,,,
17483,Rio Frio,MX,,,
17496,VANCOUVER      ,USA,WA,,
17506,BOSTON         ,USA,MA,,
17510,ANCHORAGE      ,USA,AK,,
17512,BRUNSWICK      ,USA,GA,,
17525,Bjornon,SW,FN,,
17552,ATLANTA        ,USA,ID,,
17563,KOS            ,GR,,,
17565,SARASOTA       ,USA,FL,,
17566,BALTIMORE      ,USA,MD,,
17572,PHOENIX        ,USA,AZ,,
17585,SPARTA         ,USA,NJ,,
17598,FORT LAUDERDALE,USA,FL,,
17599,MAUI           ,USA,HI,,
17641,CHICAGO        ,USA,IL,,
17675,Guatemala City,GT,,,
17678,PACIFIC OCEAN  ,,PO,,
17689,MEADVIEW       ,USA,AZ,,
17690,EAST BOSTON    ,USA,MA,,
17696,Kurnoon,IN,,,
17703,FORT MYERS     ,USA,FL,,
17708,MANOKOTAK      ,USA,AK,,
17717,AL MANAMAH     ,BA,,,
17725,LONE ROCK      ,USA,WI,,
17777,UNIONVILLE     ,USA,PA,,
17817,Helsinki,FI,,,
17822,MYRTLE BEACH   ,USA,SC,,
17827,CHOTEAU        ,USA,MT,,
17840,Treviso,IT,,,
17843,LAWTON         ,USA,OK,,
17865,CHARLOTTE      ,USA,NC,,
17901,ALBANY         ,USA,NY,,
17919,NEAR BRIDEPORT ,USA,CA,,
17926,EAGLE          ,USA,AK,,
17936,HARLINGEN      ,USA,TX,,
17938,KAMUELA        ,USA,HI,,
17962,BARROW         ,USA,AK,,
17998,Santa Cruz ,MX,,,
18000,KAILUA-KONA    ,USA,HI,,
18004,NEWARK         ,USA,NJ,,
18025,Sirnach,SZ,,,
18056,Minneapolis,USA,MN,,
18086,"Fox Creek, Alberta",CA,,,
18126,HOWELL         ,USA,MI,,
18134,MIAMI          ,USA,FL,,
18144,LAMPASAS       ,USA,TX,,
18150,Detroit,USA,MI,,
18174,W. COLUMBIA    ,USA,SC,,
18205,Caracas,VE,,,
18209,ESCANABA       ,USA,MI,,
18212,TORONTO ,CA,,,
18225,SKWENTNA       ,USA,AK,,
18260,"Oey, Gemeinde Saanen",SZ,,,
18268,DENVER         ,USA,CO,,
18277,TEPIC          ,MX,,,
18283,PIOCHE         ,USA,NV,,
18288,Girona,SP,,,
18290,BARROW         ,USA,AK,,
18300,MARSEILLE,FR,,,
18301,TANANA         ,USA,AK,,
18306,GRAND CANYON   ,USA,AZ,,
18313,MEMPHIS        ,USA,TN,,
18323,KIANA          ,USA,AK,,
18343,RAVENSDALE     ,USA,WA,,
18373,Los Menucos,AR,,,
18390,PUNTARENAS     ,CS,,,
18405,PAXSON         ,USA,AK,,
18413,OLD MONROE     ,USA,MO,,
18415,NOSARA         ,CS,,,
18468,Nassau,BF,,,
18491,WESTON         ,USA,FL,,
18493,Tampico,MX,,,
18499,YUMA           ,USA,AZ,,
18503,BOISE          ,USA,ID,,
18508,WINDSOR LOCKS  ,USA,CT,,
18520,IKARIA ISLAND,GR,,,
18554,Tuxtla Gutierrez,MX,,,
18560,Hamburg Harbour,GE,,,
18567,AMSTERDAM      ,NL,,,
18582,BECKLEY        ,USA,WV,,
18618,ANCHORAGE      ,USA,AK,,
18662,ATLANTA        ,USA,GA,,
18676,NEVAJ          ,GT,,,
18734,SANFORD        ,USA,ME,,
18771,Boca Chica,DR,,,
18805,FAIRBANKS      ,USA,AK,,
18829,PHILADELPHIA   ,USA,PA,,
18844,FRANKFORT      ,GE,,,
18865,HARRISON       ,USA,AR,,
18880,BARTLETT       ,USA,TX,,
18881,LANDER         ,USA,WY,,
18884,HOLY CROSS     ,USA,AK,,
18898,SANTO DOMINGO  ,DR,,,
18900,KERSHAW        ,USA,SC,,
18928,NEW YORK       ,USA,NY,,
18932,GUSTAVUS       ,USA,AK,,
18950,Ivashka Township,RS,,,
18958,BETHEL         ,USA,AK,,
18977,Jamaica,USA,NY,,
19004,COLDFOOT       ,USA,AK,,
19007,CHULUM JUAREZ  ,MX,,,
19015,ATLANTA        ,USA,GA,,
19027,WEST MIFFLIN   ,USA,PA,,
19074,LONDON,UK,,,
19078,Christchurch,NZ,,,
19092,SUBIC BAY      ,RP,,,
19142,WENATCHEE      ,USA,WA,,
19152,LA PUNTILLA    ,CI,,,
19165,DFW AIRPORT    ,USA,TX,,
19195,FINGER LAKE    ,USA,AK,,
19197,Kota Bahru,MY,,,
19213,VAN NUYS       ,USA,CA,,
19218,GREER          ,USA,SC,,
19220,ILIAMNA        ,USA,AK,,
19234,HOMER          ,USA,AK,,
19282,NONDALTON      ,USA,AK,,
19302,SAVOONGA       ,USA,AK,,
19312,Guadalajara,MX,,,
19314,APODACA        ,MX,,,
19342,SAN PEDRO      ,USA,CA,,
19389,Latacunga,EC,,,
19425,Bangui,CT,,,
19430,Palma Real,HO,,,
19466,LOS ANGELES    ,USA,CA,,
19547,DUBLIN         ,USA,VA,,
19561,DEADHORSE      ,USA,AK,,
19567,E.I. BLK 108   ,,GM,,
19571,CENTRAL POINT  ,USA,OR,,
19583,SLEETMUTE      ,USA,AK,,
19598,JACKSON        ,USA,WY,,
19605,Castro Verde,PO,,,
19676,LOS ANGELES    ,USA,CA,,
19680,LIMA ,PE,,,
19718,"Chuxiong City, China",CH,,,
19736,TANANA         ,USA,AK,,
19754,STANLEY        ,USA,ID,,
19761,SLIGO AIRPORT  ,EI,,,
19770,GRAND CANYON   ,USA,AZ,,
19778,STONEYFORD     ,USA,CA,,
19784,MEXICO CITY    ,MX,,,
19833,WILKES-BARRE   ,USA,PA,,
19839,BANGOR         ,USA,ME,,
19841,BROOKLYN       ,USA,NY,,
19844,NEW YORK       ,USA,NY,,
19857,ST. LOUIS      ,USA,MO,,
19914,Florence,USA,KY,,
19955,Cusco,PE,,,
20019,BANGKOK        ,TH,,,
20035,Izhma,RS,,,
20042,CULEBRA        ,,PR,,
20089,SPANISH FORK   ,USA,UT,,
20154,BARROW         ,USA,AK,,
20161,FALLON         ,USA,NV,,
20162,44 NW FAIRBANKS,USA,AK,,
20191,GULKANA        ,USA,AK,,
20218,Atlantic Ocean,USA,AO,,
20235,COVINGTON      ,USA,KY,,
20268,San Salvador,ES,,,
20279,Rio de Janeiro,BR,,,
20293,Czestochowska,PL,,,
20335,KOTZEBUE       ,USA,AK,,
20375,ST EUSTATIUS   ,NT,,,
20395,DFW AIRPORT    ,USA,TX,,
20420,Sharm El Sheikh,EG,,,
20424,STRATFORD      ,USA,CT,,
20437,WEST MONROE    ,USA,LA,,
20476,GOLDEN,CA,BC,,
20538,MEXIA          ,USA,TX,,
20569,Moorefield,CA,,,
20578,NORFOLK        ,USA,NE,,
20612,POCATELLO      ,USA,ID,,
20627,NEWARK         ,USA,NJ,,
20659,VENICE         ,USA,LA,,
20663,MIAMI          ,USA,FL,,
20725,FINDLAY TWNSHP ,USA,PA,,
20749,"Ballynacally, County Clare, Republic of Ireland",EI,,,
20794,CHICAGO        ,USA,IL,,
20797,LUBBOCK        ,USA,TX,,
20813,BROOKSVILLE    ,USA,FL,,
20814,GLACIER BAY    ,USA,AK,,
20821,MONTGOMERY     ,USA,AL,,
20825,KENAI          ,USA,AK,,
20830,North Sea,UK,,,
20887,NEAR YAKIMA    ,USA,WA,,
20903,JUNEAU         ,USA,AK,,
20926,Kilshanchoe,EI,,,
20932,BILLINGS       ,USA,MT,,
20939,Chilpancingo,MX,,,
20977,KETCHIKAN      ,USA,AK,,
20981,SABINE PASS    ,USA,TX,,
21012,MATHEW         ,USA,VA,,
21015,Dublin,EI,,,
21018,ATLANTA        ,USA,GA,,
21071,TAU ,AQ,,,
21083,COLUMBIA FALLS ,USA,MT,,
21086,EKUK           ,USA,AK,,
21090,MARION         ,USA,IA,,
21104,BETHEL         ,USA,AK,,
21109,"Shepparton, Australia",AS,,,
21113,DENVER         ,USA,CO,,
21135,PLATINUM       ,USA,AK,,
21151,NEW STUYAHOK   ,USA,AK,,
21155,BUCKLAND       ,USA,AK,,
21166,NIGHTMUTE      ,USA,AK,,
21168,Kammenniemi,FI,,,
21184,OKLAHOMA CITY  ,USA,OK,,
21185,MIDDLETOWN,USA,PA,,
21237,HAYWARD        ,USA,CA,,
21244,Neiva,CO,,,
21257,NEAR YAKUTAT   ,USA,AK,,
21266,CORSICANA      ,USA,TX,,
21312,BRAZORIA 440L  ,,GM,,
21326,GRANTS         ,USA,NM,,
21328,PEARSALL       ,USA,TX,,
21346,LUMBER CITY    ,USA,GA,,
21365,Donalsonville,USA,GA,,
21400,HOT SPRINGS    ,USA,AR,,
21416,LOS ANGELES    ,USA,CA,,
21448,ALBUQUERQUE    ,USA,NM,,
21461,Buenos Aires,AR,,,
21479,DAYTON         ,USA,OH,,
21501,NEW HAVEN      ,USA,CT,,
21507,"Bruera, Cheshire",UK,,,
21526,ST. CROIX      ,,VI,,
21571,Billings,USA,MT,,
21575,EUGENE ISLAND  ,,GM,,
21578,Stockstaff am Main,GE,,,
21595,DUTCH HARBOR   ,USA,AK,,
21616,MIAMI          ,USA,FL,,
21624,BELLESVILLE    ,USA,MI,,
21659,ATLANTIC CITY  ,USA,NJ,,
21678,DILLINGHAM     ,USA,AK,,
21679,Snow Lake,CA,,,
21758,KAUPO          ,USA,HI,,
21800,OCHOPEE        ,USA,FL,,
21806,HONOLULU       ,USA,HI,,
21814,LOS ANGELES    ,USA,CA,,
21834,GRAND CANYON   ,USA,AZ,,
21861,Guadalajara,MX,,,
21867,NEWARK         ,USA,NJ,,
21874,TERRE HAUTE    ,USA,IN,,
21882,ZEPHYRHILLS    ,USA,FL,,
21894,SILVER PLUME   ,USA,CO,,
21931,SLOVAK REPUBLIC,LO,,,
21950,Hobart Tasmania,AS,,,
21969,ALBANY         ,USA,NY,,
22005,,FR,,,
22015,ELIDA          ,USA,NM,,
22037,COZUMEL        ,MX,,,
22038,DALLAS/FT WORTH,USA,TX,,
22039,JACKSONVILLE   ,USA,FL,,
22040,Georgetown,GY,,,
22047,CLEARWATER,CA,,,
22086,NEAR CHINITNA B,USA,AK,,
22110,GRAND CANYON   ,USA,AZ,,
22111,"Sibu, Malaysia",MY,,,
22112,"Lahore, Pakistan",PK,,,
22119,ALMAUTLAK      ,USA,AK,,
22124,E BRAKE BLK 397,,GM,,
22134,PORTLAND       ,USA,IN,,
22189,PALM SPRINGS   ,USA,CA,,
22210,Barcelona,SP,,,
22234,CUBA           ,USA,NM,,
22248,PHILADELPHIA   ,USA,PA,,
22279,HIGH ISLAND 474,,GM,,
22293,ST. VINCENT    ,WN,,,
22295,MOUNT PLEASANT ,USA,TN,,
22337,NASHVILLE      ,USA,TN,,
22348,Niigata,JA,,,
22385,LOUISVILLE     ,USA,KY,,
22392,DETROIT        ,USA,MI,,
22402,HYANNIS        ,USA,MA,,
22406,CLOVIS         ,USA,NM,,
22422,MOUNT HALEAKALA,USA,HI,,
22440,NOME           ,USA,AK,,
22460,LOMPOC         ,USA,CA,,
22472,FLAGSTAFF      ,USA,AZ,,
22504,Nairegi Enkera,KE,,,
22541,COLUMBIA       ,CO,,,
22549,PORTLAND       ,USA,OR,,
22570,RICHLAND       ,USA,VA,,
22586,KENAI          ,USA,AK,,
22598,WATERFORD      ,USA,CT,,
22616,PITTSBURGH     ,USA,PA,,
22632,BETHEL         ,USA,AK,,
22652,SEATTLE        ,USA,WA,,
22662,LAREDO         ,USA,TX,,
22670,TREMONTON      ,USA,UT,,
22676,WEST PALM BEACH,USA,FL,,
22679,FITIUTA        ,AS,,,
22683,KIVALINA       ,USA,AK,,
22692,NEWBURGH       ,USA,NY,,
22711,Némisko,CA,,,
22740,Monterrey,MX,,,
22745,MARION         ,USA,IL,,
22754,CHICAGO        ,USA,IL,,
22772,Saint Pierre de Bressieux,FR,,,
22786,DENVER         ,USA,CO,,
22837,ITHACA         ,USA,NY,,
22842,PORCUPINE LODGE,USA,AK,,
22846,Coari,BR,,,
22872,AMES           ,USA,IA,,
22881,ARUSHA,TZ,,,
22893,CEYHAN ADANA,TU,,,
22919,NUEVA COLONIA  ,CO,,,
22923,TOLUCA         ,MX,,,
22924,MEETEETSE      ,USA,WY,,
22925,South Tim Bailier Platform,USA,GM,,
22930,SAO PAULO      ,BR,,,
22932,Dubai,TC,,,
22963,MORGAN CITY    ,USA,LA,,
22965,AGUADILLA      ,,PR,,
22983,Gelsdorf,GE,,,
22994,HOWARD         ,USA,CO,,
23013,CHICAGO        ,USA,IL,,
23014,Chitina,USA,AK,,
23030,NELSON LAGOON  ,USA,AK,,
23038,Wolfsbehringen,GE,,,
23042,Newark,USA,NJ,,
23043,LAS VEGAS      ,USA,NV,,
23110,LOPEZ ISLAND   ,USA,WA,,
23112,EAST GRANBY    ,USA,CT,,
23116,San Paulo,BR,,,
23126,HAMBURG        ,USA,PA,,
23142,"Rotterdam, The Netherlands",NL,,,
23155,Hodkovice,EZ,,,
23171,Puerto Plata,DR,,,
23188,THOMPSON       ,USA,UT,,
23201,CHEVAK         ,USA,AK,,
23209,LOS ANGELES,USA,CA,,
23216,GUATEMALA CTY. ,GT,,,
23246,Hokkaido,JA,,,
23248,WHITTIER       ,USA,AK,,
23263,ANGOON         ,USA,AK,,
23272,KANSAS CITY    ,USA,MO,,
23278,Querencia do Norte,BR,,,
23309,Muzino Village,RS,,,
23323,ALMA           ,USA,GA,,
23338,WILLIAMSPORT   ,USA,AK,,
23354,Zhuhai Sanzao Airport,CH,,,
23380,CARIBOU LAKE   ,USA,AK,,
23382,Lyon St Exupery,FR,,,
23385,Sapotito,MX,,,
23408,SHANGHAI       ,CH,,,
23447,APPLETON       ,USA,WI,,
23448,PHILADELPHIA   ,USA,PA,,
23457,MINTO          ,USA,AK,,
23483,CHARLESTON     ,USA,WV,,
23499,CHICAGO        ,USA,IL,,
23520,OAKLEY         ,USA,UT,,
23570,San Alberto,CO,,,
23576,ALBUQUERQUE    ,USA,NM,,
23583,PATTERSON      ,USA,LA,,
23602,Huesca,SP,,,
23613,BARRE          ,USA,VT,,
23661,Tel Aviv,IS,,,
23717,NANTUCKET      ,USA,MA,,
23726,BEDMINSTER     ,USA,NJ,,
23753,ROANOKE        ,USA,VA,,
23763,CLARK          ,USA,CO,,
23778,ATLANTA        ,USA,GA,,
23796,MENOMINEE      ,USA,MI,,
23814,THEODORE RIVER ,USA,AK,,
23827,SPRINGFIELD    ,USA,MO,,
23832,Chittagong,BG,,,
23843,ATLANTIC OCEAN ,,AO,,
23852,LAMOILLE       ,USA,NV,,
23862,PANAMA CITY    ,USA,FL,,
23872,Le Castellet,FR,,,
23878,GRAND ISLE BL73,,GM,,
23905,WEST CAICOS ISL,TK,,,
23908,Tamanrassett,AG,,,
23914,SIOUX FALLS    ,USA,SD,,
23948,ATMAUTLUAK     ,USA,AK,,
23992,JACKSONVILLE   ,USA,FL,,
24001,CHICAGO        ,USA,IL,,
24011,BUFFALO        ,USA,NY,,
24044,WEST PALM BEACH,USA,FL,,
24052,TOK            ,USA,AK,,
24075,SKWENTNA       ,USA,AK,,
24078,WILMINGTON     ,USA,DE,,
24089,GRAND CANYON   ,USA,AZ,,
24130,NIKABUNA LAKE  ,USA,AK,,
24136,CROSS CITY     ,USA,FL,,
24139,KENNER         ,USA,LA,,
24149,BLOCK ISLAND   ,USA,RI,,
24172,MEDICINE BOW   ,USA,WY,,
24180,VANDIVER,USA,AL,,
24191,DELTA JUNCTION ,USA,AK,,
24208,S. TIM 171D    ,,GM,,
24223,CORDOVA        ,USA,AK,,
24256,MINNEAPOLIS    ,USA,MN,,
24277,COLUMBUS       ,USA,OH,,
24282,TRAVERSE CITY  ,USA,MI,,
24301,SABINE         ,USA,TX,,
24323,MIAMI          ,USA,FL,,
24331,English Channel,UK,,,
24340,60 N. JAKARTA  ,ID,,,
24370,UGASHIK        ,USA,AK,,
24387,SAN DIEGO      ,USA,CA,,
24388,FORT MYERS     ,USA,FL,,
24416,PORT ALSWORTH  ,USA,AK,,
24421,BILLINGS       ,USA,MT,,
24441,DEADHORSE      ,USA,AK,,
24444,NEW STUYAHOK   ,USA,AK,,
24446,Maiquetia,VE,,,
24447,Karelia,RS,,,
24462,BROOMFIELD     ,USA,CO,,
24463,VERNAL         ,USA,UT,,
24469,Salta,AR,,,
24484,MINERAL WELLS  ,USA,TX,,
24489,Lagos,NI,,,
24493,HONOLULU       ,USA,HI,,
24500,WALKERS CAY    ,BF,,,
24517,KETCHIKAN      ,USA,AK,,
24551,CANDLE         ,USA,AK,,
24594,GREENSBORO,USA,NC,,
24609,KETCHIKAN      ,USA,AK,,
24614,Heathrow IAP,UK,,,
24623,DURANGO,MX,,,
24635,MIAMI          ,USA,FL,,
24642,ONEONTA        ,USA,NY,,
24646,FLORENCE       ,USA,SC,,
24653,Hong Kong,HK,,,
24667,CHICAGO        ,USA,IL,,
24700,Puebla,MX,,,
24747,Cantagallo,EC,,,
24756,MIAMI          ,USA,FL,,
24762,ANTELOPE WELLS ,USA,NM,,
24769,Santa Rosa,EC,,,
24774,HI. NAT'L PARK ,USA,HI,,
24779,WALLINGFORD    ,USA,CT,,
24798,TAMPA          ,USA,FL,,
24810,HOPEWELL       ,USA,VA,,
24827,ECKERMAN       ,USA,MI,,
24840,Darwin Aerodrome,AS,,,
24893,DECATUR        ,USA,MI,,
24900,San Felipe,CI,,,
24926,NEAR ILIAMNA   ,USA,AK,,
25007,BURSA          ,TU,,,
25020,Albrook,PM,,,
25033,DOUGLASSVILLE  ,USA,PA,,
25043,CHICHEN ITZA,MX,,,
25044,ELIM           ,USA,AK,,
25067,Malaga,SP,,,
25080,ELKHORN        ,USA,WI,,
25095,CHICAGO        ,USA,IL,,
25099,WEATHERFORD    ,USA,TX,,
25101,Chicago,USA,IL,,
