Code,Indicator Name,Long definition,Source
IS.AIR.PSGR,"Air transport, passengers carried",Air passengers carried include both domestic and international aircraft passengers of air carriers registered in the country.,"International Civil Aviation Organization, Civil Aviation Statistics of the World and ICAO staff estimates."
