Code,Indicator Name,Long definition,Source
IS.AIR.DPRT,"Air transport, registered carrier departures worldwide",Registered carrier departures worldwide are domestic takeoffs and takeoffs abroad of air carriers registered in the country.,"International Civil Aviation Organization, Civil Aviation Statistics of the World and ICAO staff estimates."
